API14,API/UWI,Well Name,Well Number,Lease Name,Operator Alias,Reported Operator,Field,County/Parish,Target Formation,DI Landing Zone,KB Elevation,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Perforated Interval Length,Horizontal Length,First Prod Date,Start Date (First Treatment Job),End Date (First Treatment Job),Qualifier (First Treatment Job),Stage Count (First Treatment Job),Max Injection Rate (First Treatment Job),Max Injection Pressure (First Treatment Job),Total Proppant (First Treatment Job),Total Fluid (First Treatment Job),Total Water (First Treatment Job),Total Additive (First Treatment Job),Proppant Per Horizontal Foot (First Treatment Job),Proppant per Perforated Foot (First Treatment Job),Fluid per Perforated Foot (First Treatment Job),Proppant Concentration (lbs/gal) (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,First Test Gas Gravity,First Test Oil Gravity,First Test GOR,First Test Casing Pressure,First Test Choke Size,First Test Flowing Tubing Pressure,Peak BOE,Peak Gas,Peak Oil,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Peak BOE per 1MM lbs proppant,Peak Gas per 1MM lbs proppant,Peak Oil per 1MM lbs proppant,Peak BOE per 1000 BBL Fluid,Peak Gas per 1000 BBL Fluid,Peak Oil per 1000 BBL Fluid,Cum BOE,Cum Gas,Cum Oil,Cum Water,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 6 BOE per 1MM lbs proppant,First 6 Gas per 1MM lbs proppant,First 6 Oil per 1MM lbs proppant,First 6 BOE per 1000 BBL Fluid,First 6 Gas per 1000 BBL Fluid,First 6 Oil per 1000 BBL Fluid,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,First 12 BOE per 1MM lbs proppant,First 12 Gas per 1MM lbs proppant,First 12 Oil per 1MM lbs proppant,First 12 BOE per 1000 BBL Fluid,First 12 Gas per 1000 BBL Fluid,First 12 Oil per 1000 BBL Fluid,First 24 BOE,First 24 Gas,First 24 Oil,First 24 Water,First 60 BOE,First 60 Gas,First 60 Oil,First 60 Water,Full Oil EUR,Full Gas EUR,EUR Oil per perforated Ft,EUR Gas per perforated Ft,EUR (BE) Oil per 1MM lbs proppant,EUR (BE) Gas per 1MM lbs proppant,EUR (BE) Oil per 1000 BBL Fluid,EUR (BE) Gas per 1000 BBL Fluid,Has Digitized Trajectory (Y/N),Has Well Log (LAS) (Y/N),Has Well Log (Raster) (Y/N),LAS Mnemonics,Country,Basin,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Surface Latitude (WGS84),Surface Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84),UWI
4.21E+13,4205133985,BELMONT STAKES,1H,BELMONT STAKES,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,252,15650,9062.54,OIL,ACTIVE,7/22/16,9/26/16,H,9738,15569,5831,6295.04,9/1/16,8/21/16,8/29/16,AdditiveSummary,,,,20864177,,440038,388282,3314.3835,3578.1473,,,602,500,1035,24,FLOWING,10/4/16,InitialPotentialTest,10/4/16,InitialPotentialTest,,44.1,,,16/64,1800,20844,29668,15900,3.57,5.09,2.73,999.03,1421.96,762.07,,,,158577,232570,119815,248020,69311,75227,56774,117523,11.89,12.9,9.74,3322.01,3605.56,2721.12,,,,128861,187268,97650,202138,22.1,32.12,16.75,6176.18,8975.58,4680.27,,,,,,,,,,,,164057,342993,28.14,58.82,7863.09,16439.33,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,16,,"CUMMINGS, M",30.5010632,-96.4909836,30.513527,-96.5049087,4205133985
4.21E+13,4205133984,KENTUCKY DERBY,1H,KENTUCKY DERBY,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,252,14810,9489.45,OIL,ACTIVE,7/20/16,9/28/16,H,9643,14769,5126,5243.35,9/1/16,8/20/16,9/14/16,AdditiveSummary,,,,18734338,,406977,1190949,3572.9711,3654.7675,,,545,356,1498,24,FLOWING,10/4/16,InitialPotentialTest,10/4/16,InitialPotentialTest,,44.5,,,18/64,1600,16768,29668,11824,3.27,5.79,2.31,895.04,1583.62,631.14,,,,107432,197774,74470,313354,53152,83887,39171,164824,10.37,16.37,7.64,2837.14,4477.71,2090.87,,,,88474,162420,61404,258375,17.26,31.69,11.98,4722.56,8669.64,3277.62,,,,,,,,,,,,141118,412804,27.53,80.53,7532.59,22034.62,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,16,,"CUMMINGS, M",30.501024,-96.491028,30.4903625,-96.4797746,4205133984
4.21E+13,4205133982,CANDACE,1H,CANDACE,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,356,15493,7890.81,OIL,ACTIVE,7/3/16,8/15/16,H,7958,15439,7481,8529.84,8/1/16,,8/15/16,StateAgency,,,10180,27608980,,,,3236.7524,3690.5467,,,382,1019,411,24,FLOWING,9/1/16,InitialPotentialTest,9/1/16,InitialPotentialTest,,34.7,,,16/64,1821,30927,10221,29224,4.13,1.37,3.91,1120.18,370.21,1058.5,,,,288341,119128,268486,108290,124014,42571,116919,47158,16.58,5.69,15.63,4491.8,1541.93,4234.82,,,,209159,72892,197011,79462,27.96,9.74,26.33,7575.76,2640.16,7135.76,,,,,,,,,,,,1508701,761520,201.67,101.79,54645.3,27582.33,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,57,,"SMITH, F",30.5346524,-96.6565391,30.5179772,-96.6375673,4205133982
4.21E+13,4205133979,HENSZ A,1H,HENSZ A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,321,16218,9505.01,OIL,ACTIVE,8/16/16,10/14/16,H,9558,16026,6468,7008.03,10/1/16,9/19/16,9/28/16,AdditiveSummary,,,,24493908,,518369,678201,3495.1203,3786.9369,,,165,263,1243,24,FLOWING,12/18/16,InitialPotentialTest,12/20/16,InitialPotentialTest,,42.02,,,18/64,1400,16546,19685,13266,2.56,3.04,2.05,675.51,803.67,541.6,,,,119184,158067,92840,94951,54330,25232,50125,51265,8.4,3.9,7.75,2218.1,1030.13,2046.43,,,,97303,116566,77876,79647,15.04,18.02,12.04,3972.54,4758.98,3179.4,,,,,,,,,,,,175283,376828,27.1,58.26,7156.19,15384.56,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,15,,"COX, J S",30.4725118,-96.5302533,30.4591359,-96.5147497,4205133979
4.21E+13,4205133970,SNAP H,1H,SNAP H,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,254,16760,8941.77,OIL,ACTIVE,11/20/15,3/15/16,H,9240,16716,7476,8245.79,3/1/16,2/15/16,2/25/16,AdditiveSummary,,,,27568874,,547316,345205,3343.3878,3687.6503,,,520,685,701,24,FLOWING,3/22/16,InitialPotentialTest,3/22/16,ProductionTest,,40.8,,,16/64,2250,19190,15429,16619,2.57,2.06,2.22,696.07,559.65,602.82,,,,174775,124273,154063,157660,76274,56736,66818,68379,10.2,7.59,8.94,2766.67,2057.97,2423.68,,,,131331,108785,113201,115845,17.57,14.55,15.14,4763.74,3945.94,4106.12,,,,,,,,,,,,278528,191578,37.26,25.63,10102.99,6949.07,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,22,,"FALENASH, C",30.5628239,-96.5118562,30.5481911,-96.49178,4205133970
4.21E+13,4205133968,SNAP G,1H,SNAP G,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,254,15890,8628,OIL,ACTIVE,11/23/15,3/17/16,H,9098,15834,6736,6907.89,3/1/16,2/29/16,3/9/16,AdditiveSummary,,,,25820112,,498758,302026,3737.7712,3833.152,,,588,794,1023,24,FLOWING,3/23/16,InitialPotentialTest,3/23/16,ProductionTest,,40.5,,,16/64,1915,18027,19413,14792,2.68,2.88,2.2,698.18,751.86,572.89,,,,155979,152148,130621,168298,62273,37479,56027,72187,9.24,5.56,8.32,2411.8,1451.54,2169.9,,,,103930,68580,92500,119181,15.43,10.18,13.73,4025.16,2656.07,3582.48,,,,155979,152148,130621,168298,,,,,165069,227665,24.51,33.8,6393.04,8817.35,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,22,,"FALENASH, C",30.562785,-96.5119012,30.5768024,-96.5267266,4205133968
4.21E+13,4205133967,SNAP F,1H,SNAP F,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,254,15835,8607.17,OIL,ACTIVE,11/26/15,6/2/16,H,9257,15774,6517,6903.26,6/1/16,4/25/16,5/3/16,AdditiveSummary,,,,24584444,,485156,322815,3561.2803,3772.356,,,340,493,676,24,FLOWING,6/14/16,ProductionTest,6/14/16,InitialPotentialTest,,41.5,689,,0.25,1400,15763,9814,14128,2.42,1.51,2.17,641.18,399.2,574.67,,,,137531,80776,124068,170120,70773,43300,63557,87149,10.86,6.64,9.75,2878.77,1761.28,2585.25,,,,108480,65915,97495,133684,16.65,10.11,14.96,4412.55,2681.17,3965.72,,,,,,,,,,,,344357,222482,52.84,34.14,14007.11,9049.71,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,22,,"FALENASH, C",30.5627073,-96.5119912,30.5753544,-96.52836,4205133967
4.21E+13,4205133966,SNAP E,1H,SNAP E,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,254,16950,8962.86,OIL,ACTIVE,11/25/15,6/4/16,H,9010,16882,7872,8206.24,6/1/16,5/10/16,5/23/16,AdditiveSummary,,,,28631833,,592904,804686,3489.0319,3637.1739,,,389,465,1140,24,FLOWING,6/14/16,ProductionTest,6/14/16,InitialPotentialTest,,40.5,836,,0.3125,1625,16591,24159,12565,2.11,3.07,1.6,579.46,843.78,438.85,,,,133402,142831,109597,268689,62130,46206,54429,133439,7.89,5.87,6.91,2169.96,1613.8,1901,,,,102841,121341,82618,202547,13.06,15.41,10.5,3591.84,4237.98,2885.53,,,,,,,,,,,,134915,187619,17.14,23.83,4712.06,6552.81,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,22,,"FALENASH, C",30.5627462,-96.5119462,30.5471843,-96.4930528,4205133966
4.25E+13,4247731050,MORGAN,1H,MORGAN,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,WASHINGTON (TX),AUSTIN CHALK-3,,,474.02,,,OIL,DRILLED,12/19/17,,H,,,,7319.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,30,,"CLOKEY, R C",30.2110987,-96.5538297,30.225163,-96.5704012,4247731050
4.25E+13,4247731051,BROLLIER AC,1H,BROLLIER AC,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,WASHINGTON (TX),AUSTIN CHALK-3,,,453.84,18559,12081.52,OIL,DRILLED,,,H,,,,6371.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,30,,"CLOKEY, R C",30.2220465,-96.5628021,30.2333662,-96.5777943,4247731051
4.25E+13,4247731053,BRODNAX,1H,BRODNAX,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,WASHINGTON (TX),AUSTIN CHALK-3,,,474.01,18970,13461.62,OIL,DRILLED,,,H,,,,5674.99,,2/14/18,3/1/18,AdditiveSummary,,,,14605925,,347773,304489,2573.7358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,30,,"CLOKEY, R C",30.211154,-96.5538984,30.1989531,-96.5411798,4247731053
4.21E+13,4205134012,BCMT A,1H,BCMT A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,300.36,10250,,OIL,ACTIVE,6/21/17,,H,,,,6792.61,10/1/17,10/3/17,10/11/17,AdditiveSummary,,,,25129230,,469448,379525,3699.4955,,,,,,,,,,,,,,,,,,,14725,19901,11409,,,,585.97,791.95,454.01,,,,48434,68895,36952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,59,,"SWEARINGEN, S",30.3572788,-96.6155757,30.3425125,-96.6023958,42-051-34012-00
4.21E+13,4205134014,CHMELAR NORTH UNIT,1,CHMELAR NORTH UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,368.06,14960,7568.93,OIL,ACTIVE,2/21/17,,H,,,,7087.2,5/1/17,5/1/17,5/14/17,AdditiveSummary,,,,24377507,,464152,281908,3439.6528,,,,,,,,,,,,,,,,,,,20633,2802,20166,,,,846.39,114.94,827.24,,,,115720,10260,114010,,79096,1790,78798,,,,,3244.63,73.43,3232.41,,,,,,,,,,,,,,,,,,,,,,,,,996765,89701,,,40888.72,3679.66,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,20,,"DICKENSON, L",30.5060154,-96.6949827,30.5185381,-96.7120122,42-051-34014-00
4.21E+13,4205134015,CHMELAR SOUTH UNIT,1,CHMELAR SOUTH UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,368.61,14938,7785.96,OIL,ACTIVE,2/21/17,,H,,,,7601.7,5/1/17,5/1/17,5/14/17,AdditiveSummary,,,,24905057,,473995,317068,3276.2483,,,,,,,,,,,,,,,,,,,31214,5303,30331,,,,1253.32,212.93,1217.87,,,,178844,19940,175521,,120419,3616,119817,,,,,4835.12,145.19,4810.95,,,,,,,,,,,,,,,,,,,,,,,,,696604,79138,,,27970.38,3177.59,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,20,,"DICKENSON, L",30.5059754,-96.6950327,30.4902315,-96.6790558,42-051-34015-00
4.21E+13,4205134016,SNAP A,1H,SNAP A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,259.27,15980,9156.29,OIL,ACTIVE,3/1/17,,H,,,,6437.06,6/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16502,14866,14025,,,,,,,,,,88863,90519,73776,,68366,60817,58230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145998,179132,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,16,,"CUMMINGS, M",30.5352334,-96.5052345,30.5220018,-96.4916861,42-051-34016-00
4.21E+13,4205134017,SNAP C,1H,SNAP C,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,264.22,14670,8929.83,OIL,ACTIVE,6/21/17,,H,,,,6069.03,8/1/17,7/17/17,7/29/17,AdditiveSummary,,,,20489928,,329582,376086,3376.1454,,,,,,,,,,,,,,,,,,,10739,7407,9505,,,,524.11,361.49,463.89,,,,56810,42906,49659,,50795,35862,44818,,,,,2479.02,1750.23,2187.32,,,,,,,,,,,,,,,,,,,,,,,,,166778,144098,,,8139.51,7032.63,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,41,,"MITCHELL, J W",30.5501928,-96.516735,30.5368497,-96.5053098,42-051-34017-00
4.21E+13,4205134024,VICTORICK C UNIT EF,3H,VICTORICK C UNIT EF,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,338.42,13970,7888.63,OIL & GAS,ACTIVE,4/25/17,,H,,,,5804.94,7/1/17,6/14/17,6/26/17,AdditiveSummary,,,,21736933,,310160,87680,3744.5577,,,,,,,,,,,,,,,,,,,12537,4844,11730,,,,576.76,222.85,539.63,,,,67928,22018,64258,,57677,16893,54862,,,,,2653.41,777.16,2523.91,,,,,,,,,,,,,,,,,,,,,,,,,101387,34740,,,4664.27,1598.2,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,11,,"CLARK, D",30.4673568,-96.7107334,30.4564859,-96.6979806,42-051-34024-00
4.21E+13,4205134025,VICTORICK D UNIT EF,4H,VICTORICK D UNIT EF,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,338.86,13985,7934.88,OIL & GAS,ACTIVE,4/25/17,,H,,,,5802.52,7/1/17,6/14/17,6/25/17,AdditiveSummary,,,,21084126,,294250,80938,3633.6154,,,,,,,,,,,,,,,,,,,8718,3177,8189,,,,413.49,150.68,388.4,,,,46907,14761,44447,,40115,11649,38174,,,,,1902.62,552.5,1810.56,,,,,,,,,,,,,,,,,,,,,,,,,63181,20983,,,2996.61,995.2,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,11,,"CLARK, D",30.4673968,-96.7106934,30.4567703,-96.6971756,42-051-34025-00
4.21E+13,4205134026,VICTORICK A UNIT EF,1H,VICTORICK A UNIT EF,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,330.02,13895,7863.69,OIL & GAS,ACTIVE,5/11/17,,H,,,,5804.74,7/1/17,6/14/17,6/26/17,AdditiveSummary,,,,20763780,,310501,245972,3577.0388,,,,,,,,,,,,,,,,,,,13697,4646,12923,,,,659.66,223.76,622.38,,,,79552,18723,76431,,66596,13415,64361,,,,,3207.32,646.08,3099.68,,,,,,,,,,,,,,,,,,,,,,,,,251160,61526,,,12096.06,2963.14,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,11,,"CLARK, D",30.4666268,-96.7115534,30.4552945,-96.6988389,42-051-34026-00
4.21E+13,4205134099,N. ARAPAHO A,3H,N. ARAPAHO A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,300.03,,,OIL & GAS,DRILLED,11/6/17,,H,,,,7664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,42,,"NEIBLING, F",30.6314251,-96.5985454,30.6168536,-96.5809437,4205134099
4.21E+13,4205134100,N. ARAPAHO B,1H,N. ARAPAHO B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,299.91,,,OIL & GAS,ACTIVE,12/12/17,,H,,,,7836.43,2/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,0,120,,,,,,,,,,120,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,42,,"NEIBLING, F",30.6315095,-96.5985483,30.6175835,-96.579534,42-051-34100-00
4.21E+13,4205134101,MCLINTOCK,1H,MCLINTOCK,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,350.34,,,OIL & GAS,DRILLED,12/26/17,,H,,,,6734.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,31,,"HUFF, W P",30.4778212,-96.5720935,30.4648915,-96.5567961,4205134101
4.21E+13,4205134102,RATCLIFFE,1H,RATCLIFFE,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,350.81,,,OIL & GAS,DRILLED,,,H,,,,6328.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,31,,"HUFF, W P",30.4778803,-96.5720248,30.4910368,-96.5851784,4205134102
4.21E+13,4205134103,SCHUBERT,1H,SCHUBERT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,349.75,,,OIL & GAS,DRILLED,,,H,,,,6492.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,31,,"HUFF, W P",30.477762,-96.5721545,30.4881091,-96.5885279,4205134103
4.21E+13,4205134104,UBERNOSKY,1H,UBERNOSKY,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,298.93,,,OIL & GAS,ACTIVE,11/3/17,,H,,,,6951.56,12/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17998,7458,16755,,,,,,,,,,36142,7458,34899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,65,,"AUSTIN, S F",30.4298677,-96.6494609,30.4167863,-96.6333825,42-051-34104-00
4.21E+13,4205134106,BOWERS EF UNIT,1H,BOWERS EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,347.13,,,OIL & GAS,ACTIVE,11/17/17,,H,,,,6663.55,1/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86060,375650,23452,,,,,,,,,,113604,477224,34067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,54,,"RUIZ, F",30.5520531,-96.6932925,30.5637217,-96.7096148,42-051-34106-00
4.21E+13,4205134114,ODSTRICIL EF UNIT,#1H,ODSTRCIL EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,413.04,,,OIL & GAS,ACTIVE,12/20/17,,H,,,,6389.53,2/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10340,0,10340,,,,,,,,,,10340,0,10340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,237,,"TREMPER, W A",30.5384439,-96.7308941,30.526578,-96.7159341,42-051-34114-00
4.21E+13,4205134115,BARTEK EF UNIT,1H,BARTEK EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,312.32,,,OIL & GAS,DRILLED,1/31/18,,H,,,,6658.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,2,,"AUSTIN, S F",30.4091443,-96.8087664,30.3972638,-96.7915082,4205134115
4.21E+13,4205134116,MALAZZO EF UNIT,#1H,MALAZZO EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,413.31,,,OIL & GAS,ACTIVE,12/27/17,,H,,,,9171.41,2/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8312,0,8312,,,,,,,,,,8312,0,8312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,237,,"TREMPER, W A",30.5384139,-96.7309841,30.5190606,-96.7123131,42-051-34116-00
4.21E+13,4205134117,SOUTH YEGUA EF UNIT,1H,SOUTH YEGUA EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,311.82,,,OIL & GAS,DRILLED,2/4/18,,H,,,,6828.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,2,,"AUSTIN, S F",30.4090261,-96.8089038,30.3954881,-96.7939574,4205134117
