API14,API/UWI,Well Name,Well Number,Lease Name,Operator Alias,Reported Operator,Field,County/Parish,Target Formation,DI Landing Zone,KB Elevation,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Perforated Interval Length,Horizontal Length,First Prod Date,Start Date (First Treatment Job),End Date (First Treatment Job),Qualifier (First Treatment Job),Stage Count (First Treatment Job),Max Injection Rate (First Treatment Job),Max Injection Pressure (First Treatment Job),Total Proppant (First Treatment Job),Total Fluid (First Treatment Job),Total Water (First Treatment Job),Total Additive (First Treatment Job),Proppant Per Horizontal Foot (First Treatment Job),Proppant per Perforated Foot (First Treatment Job),Fluid per Perforated Foot (First Treatment Job),Proppant Concentration (lbs/gal) (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,First Test Gas Gravity,First Test Oil Gravity,First Test GOR,First Test Casing Pressure,First Test Choke Size,First Test Flowing Tubing Pressure,Peak BOE,Peak Gas,Peak Oil,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Peak BOE per 1MM lbs proppant,Peak Gas per 1MM lbs proppant,Peak Oil per 1MM lbs proppant,Peak BOE per 1000 BBL Fluid,Peak Gas per 1000 BBL Fluid,Peak Oil per 1000 BBL Fluid,Cum BOE,Cum Gas,Cum Oil,Cum Water,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 6 BOE per 1MM lbs proppant,First 6 Gas per 1MM lbs proppant,First 6 Oil per 1MM lbs proppant,First 6 BOE per 1000 BBL Fluid,First 6 Gas per 1000 BBL Fluid,First 6 Oil per 1000 BBL Fluid,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,First 12 BOE per 1MM lbs proppant,First 12 Gas per 1MM lbs proppant,First 12 Oil per 1MM lbs proppant,First 12 BOE per 1000 BBL Fluid,First 12 Gas per 1000 BBL Fluid,First 12 Oil per 1000 BBL Fluid,First 24 BOE,First 24 Gas,First 24 Oil,First 24 Water,First 60 BOE,First 60 Gas,First 60 Oil,First 60 Water,Full Oil EUR,Full Gas EUR,EUR Oil per perforated Ft,EUR Gas per perforated Ft,EUR (BE) Oil per 1MM lbs proppant,EUR (BE) Gas per 1MM lbs proppant,EUR (BE) Oil per 1000 BBL Fluid,EUR (BE) Gas per 1000 BBL Fluid,Has Digitized Trajectory (Y/N),Has Well Log (LAS) (Y/N),Has Well Log (Raster) (Y/N),LAS Mnemonics,Country,Basin,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Surface Latitude (WGS84),Surface Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84),UWI
4.21E+13,4205134092,SOBOTIK,#1H,SOBOTIK,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,350.04,,,OIL & GAS,ACTIVE,11/16/17,,H,,,,8871.22,2/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5969,3505,5385,,,,,,,,,,5969,3505,5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,64,,"AUSTIN, S F",30.4123883,-96.6618915,30.4294078,-96.682055,42-051-34092-00
4.21E+13,4205134093,FRANCIS EF UNIT,1H,FRANCIS EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,393.33,14394,7439.58,OIL & GAS,ACTIVE,11/2/17,,H,,,,6845.86,12/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17872,0,17872,,,,,,,,,,33551,0,33551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,82,,"COX, E M",30.4551574,-96.8018365,30.4414166,-96.788031,42-051-34093-00
4.21E+13,4205134094,ZGABAY EF UNIT,1H,ZGABAY EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,393.81,,,OIL & GAS,ACTIVE,11/7/17,,H,,,,6850.93,12/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17330,0,17330,,,,,,,,,,34484,0,34484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,82,,"COX, E M",30.4552274,-96.8017965,30.4440894,-96.7842702,42-051-34094-00
4.21E+13,4205134095,WILLIS A,#1H,WILLIS A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,280.41,,,OIL & GAS,ACTIVE,12/3/17,,H,,,,5905.02,2/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11986,3554,11394,,,,,,,,,,11986,3554,11394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,41,,"MITCHELL, J W",30.5371034,-96.5338757,30.5480591,-96.5477141,42-051-34095-00
4.21E+13,4205134096,TURNER,#1H,TURNER,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,280.36,,,OIL & GAS,ACTIVE,12/23/17,,H,,,,6551.41,2/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13145,2990,12647,,,,,,,,,,13145,2990,12647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,41,,"MITCHELL, J W",30.5371534,-96.5338057,30.5258729,-96.5175898,42-051-34096-00
4.21E+13,4205134097,N. ARAPAHO A,1H,N. ARAPAHO A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,300.11,14383,7355.78,OIL & GAS,ACTIVE,12/26/17,,H,,,,7432.26,2/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,73,,,,,,,,,,73,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,42,,"NEIBLING, F",30.6312595,-96.5985483,30.6153952,-96.5837688,42-051-34097-00
4.21E+13,4205134098,N. ARAPAHO A,2H,N. ARAPAHO A,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,300.1,14517,7375.12,OIL & GAS,DRILLED,10/8/17,,H,,,,7553.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,42,,"NEIBLING, F",30.6313431,-96.5985454,30.616125,-96.5823552,4205134098
4.21E+13,4205133964,CHMELAR B,1H,CHMELAR B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,297,14194,8686.85,OIL,ACTIVE,11/5/15,12/23/15,H,9053,14138,5085,5534.42,12/1/15,12/9/15,12/16/15,AdditiveSummary,,,,17214086,,360439,625106,3110.3686,3385.2676,,,415,504,604,24,FLOWING,1/3/16,ProductionTest,1/3/16,ProductionTest,,42.8,823,,0.25,1800,19430,12420,17360,3.82,2.44,3.41,1128.73,721.5,1008.48,,,,167397,137700,144447,173111,67173,42286,60126,72057,13.21,8.32,11.82,3902.21,2456.48,3492.84,,,,108066,68433,96661,115841,21.25,13.46,19.01,6277.77,3975.41,5615.23,,,,159179,130240,137473,164753,,,,,372544,531321,73.26,104.49,21641.81,30865.48,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,44,,"PERRY, J",30.4550678,-96.6114327,30.4658736,-96.6238117,4205133964
4.21E+13,4205133955,SNAP B,1H,SNAP B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,262,14374,8915.76,OIL,ACTIVE,9/28/15,4/2/16,H,9069,14291,5222,5615.61,4/1/16,3/10/16,3/21/16,AdditiveSummary,,,,,,9913.79,,,,,,477,510,802,24,FLOWING,4/10/16,InitialPotentialTest,4/10/16,ProductionTest,,40.6,,,16/64,1820,16115,11240,14242,3.09,2.15,2.73,,,,,,,152034,120781,131904,207426,73390,45930,65735,103372,14.05,8.8,12.59,,,,,,,113929,77103,101079,158952,21.82,14.77,19.36,,,,,,,,,,,,,,,183441,191246,35.13,36.62,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,41,,"MITCHELL, J W",30.5437131,-96.5222352,30.5336871,-96.5088162,4205133955
4.21E+13,4205133940,WOLBRUECK,1H,WOLBRUECK,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,343,16115,9024.77,OIL,ACTIVE,1/22/16,4/18/16,H,9158,16039,6881,7391.48,4/1/16,3/28/16,4/7/16,AdditiveSummary,,,,25219144,,621150,553073,3411.9208,3665.0405,,,258,286,1078,24,FLOWING,4/24/16,ProductionTest,4/24/16,ProductionTest,,41.5,902,,0.25,1878,19718,19354,16493,2.87,2.81,2.4,781.87,767.43,653.99,,,,185916,161157,159056,599512,76196,50973,67701,255177,11.07,7.41,9.84,3021.36,2021.2,2684.51,,,,118595,76492,105847,398957,17.24,11.12,15.38,4702.58,3033.09,4197.09,,,,,,,,,,,,381030,494385,55.37,71.85,15108.76,19603.56,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,31,,"HUFF, W P",30.4919674,-96.5721356,30.4767393,-96.5566318,4205133940
4.21E+13,4205133906,FLENCHER A,2H,FLENCHER 'A',WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,308,16545,8809.58,OIL,ACTIVE,5/19/16,8/7/16,H,9441,16470,7029,7408.26,8/1/16,7/10/16,7/19/16,AdditiveSummary,,,,26361259,,524095,420765,3558.3604,3750.3569,,,314,360,1053,24,FLOWING,9/1/16,InitialPotentialTest,7/28/17,ProductionTest,,44.1,,,18/64,1000,12807,9604,11207,1.82,1.37,1.59,485.83,364.32,425.13,,,,89447,67249,78238,14253,48581,34953,42756,13983,6.91,4.97,6.08,1842.89,1325.92,1621.93,,,,73064,57570,63469,14253,10.39,8.19,9.03,2771.64,2183.89,2407.66,,,,,,,,,,,,93582,82522,13.31,11.74,3549.98,3130.43,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,3,44,,"PERRY, J",30.4259276,-96.600859,30.4406833,-96.6171479,4205133906
4.20E+13,4204132487,S. BUCKMAN A J.H. BUCKMAN E,1H,S. BUCKMAN A J.H. BUCKMAN E,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BRAZOS (TX),EAGLEFORD,,,245.22,,,OIL & GAS,DRILLED,1/6/18,,H,,,,6271.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,48,,"RUIZ, F",30.6554968,-96.5713455,30.6663644,-96.5868338,4204132487
4.20E+13,4204132486,S. BUCKMAN A J.H. BUCKMAN E 2,1H,S. BUCKMAN A J.H. BUCKMAN E 2,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BRAZOS (TX),EAGLEFORD,,,245.22,,,OIL & GAS,DRILLED,1/8/18,,H,,,,6120.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,48,,"RUIZ, F",30.6555274,-96.571254,30.6670815,-96.585407,4204132486
4.20E+13,4204132485,S. BUCKMAN B J.H. BUCKMAN E,1H,S. BUCKMAN B J.H. BUCKMAN E,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BRAZOS (TX),EAGLEFORD,,,245.22,,,OIL & GAS,DRILLED,1/10/18,,H,,,,6004.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,48,,"RUIZ, F",30.655556,-96.5711701,30.6677986,-96.5839803,4204132485
4.20E+13,4204132484,S. BUCKMAN B,1H,S. BUCKMAN B,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BRAZOS (TX),EAGLEFORD,,,245.21,,,OIL & GAS,DRILLED,1/13/18,,H,,,,5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,48,,"RUIZ, F",30.6555865,-96.5710785,30.6684261,-96.5824467,4204132484
4.20E+13,4204132483,IRENE,1H,IRENE,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BRAZOS (TX),EAGLEFORD,,,240.55,,,OIL & GAS,DRILLED,,,H,,,,6345.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,48,,"RUIZ, F",30.6926489,-96.5088658,30.7039036,-96.5242931,4204132483
4.20E+13,4204132482,LERO,1H,LERO,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BRAZOS (TX),EAGLEFORD,,,240.58,,,OIL & GAS,DRILLED,1/4/18,,H,,,,6706.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,48,,"RUIZ, F",30.6926203,-96.5089574,30.6782643,-96.4955673,4204132482
4.20E+13,4204132481,INEZ,1H,INEZ,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BRAZOS (TX),EAGLEFORD,,,240.54,,,OIL & GAS,DRILLED,12/30/17,,H,,,,6356.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,48,,"RUIZ, F",30.6926737,-96.5087743,30.7058568,-96.5220575,4204132481
4.25E+13,4247731048,LILLIE HOHLT,1H,LILLIE HOHLT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,WASHINGTON (TX),EAGLEFORD,,,411.78,18302,12842.91,OIL,ACTIVE,9/16/17,,H,,,,4777.59,11/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71914,413730,2959,,,,,,,,,,203583,1179390,7018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,7,,"AUSTIN, S F",30.2281001,-96.5450632,30.2370748,-96.5558262,42-477-31048-00
4.25E+13,4247731043,WINKELMANN,1H,WINKELMANN,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,WASHINGTON (TX),EAGLEFORD,,,511,12500,,OIL,ACTIVE,3/8/17,6/8/17,H,,,,5639.02,6/1/17,5/19/17,5/28/17,AdditiveSummary,,,,23495845,,482945,594645,4166.654,,,,8645,775,1301,24,FLOWING,7/22/17,InitialPotentialTest,7/22/17,ProductionTest,,51.9,,2558,34,,57742,234886,18595,,,,2457.54,9996.92,791.42,,,,335172,1357565,108911,,248058,1017921,78405,,,,,10557.53,43323.45,3336.97,,,,,,,,,,,,,,,,,,,,,,,,,210375,2622310,,,8953.71,111607.39,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,85,,"MILLER, J B",30.1790259,-96.6259209,30.191113,-96.642339,42-477-31043-00
4.21E+13,4205134068,LUKSA EF UNIT,2H,LUKSA EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,385.46,14118,7688.02,OIL & GAS,DRILLED,,,H,,,,5818.04,,8/15/17,8/31/17,AdditiveSummary,,,,22040112,,327976,256991,3788.2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,26,,"GREENWOOD, E",30.4526477,-96.7633856,30.4425009,-96.749309,4205134068
4.21E+13,4205134067,WILDE EF UNIT,1H,WILDE EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,297,7500,,OIL & GAS,ACTIVE,8/31/17,10/23/17,H,,,,6947.17,10/1/17,10/2/17,10/14/17,AdditiveSummary,,,,24556018,,453162.24,255475,3534.6793,,,,337,592,510,24,FLOWING,11/21/17,ProductionTest,11/21/17,InitialPotentialTest,,32,,0,18,925,19464,14194,17099,,,,792.64,578.03,696.33,,,,59244,24035,55238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,7,,,,,50,,"ROBERTSON, S C",30.6866422,-96.6111267,30.6723497,-96.5964681,42-051-34067-00
4.21E+13,4205134066,TEAL EF UNIT,1H,TEAL EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,299.85,7500,,OIL & GAS,ACTIVE,8/24/17,10/25/17,H,,,,7016.7,10/1/17,10/2/17,10/14/17,AdditiveSummary,,,,22928808,,418038,218900,3267.7481,,,,,609,720,24,FLOWING,11/4/17,InitialPotentialTest,11/4/17,InitialPotentialTest,,34,,,16,1210,17432,11524,15512,,,,760.27,502.6,676.53,,,,48838,19217,45635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,7,,,,,50,,"ROBERTSON, S C",30.6866842,-96.6110504,30.676657,-96.5947523,42-051-34066-00
4.21E+13,4205134053,SCHAPER EF UNIT,1H,SCHAPER EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,378,14515,7339.78,OIL & GAS,ACTIVE,7/25/17,9/6/17,H,,,,6539.5,9/1/17,8/20/17,9/4/17,AdditiveSummary,,,,22138908,,342698,210282,3385.413,,,,56,635,410,24,FLOWING,9/22/17,ProductionTest,9/22/17,ProductionTest,,34.8,,0,16,1200,14841,2985,14344,,,,670.36,134.83,647.91,,,,60658,11470,58746,,60657,11470,58746,,,,,2739.84,518.09,2653.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,26,,"GREENWOOD, E",30.4492975,-96.7649454,30.4611819,-96.7803023,42-051-34053-00
4.21E+13,4205134037,ROBERTS EF UNIT,1H,ROBERTS EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,395.23,13331,7027.36,OIL & GAS,ACTIVE,6/21/17,,H,,,,6206.46,7/1/17,7/3/17,7/14/17,AdditiveSummary,,,,22295890,,338212,385613,3592.3683,,,,,,,,,,,,,,,,,,,10706,2133,10351,,,,480.18,95.67,464.26,,,,46904,11425,45000,,36467,8556,35041,,,,,1635.59,383.75,1571.63,,,,,,,,,,,,,,,,,,,,,,,,,412211,104656,,,18488.21,4693.96,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,90,,"CARUTHERS, L D",30.6093303,-96.7014826,30.596129,-96.6892185,42-051-34037-00
4.21E+13,4205134036,KOCIAN EF UNIT,1H,KOCIAN EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,398.74,13686,7165.16,OIL & GAS,ACTIVE,6/1/17,,H,,,,5733.84,7/1/17,6/30/17,7/6/17,AdditiveSummary,,,,21301494,,315969,216265,3715.0486,,,,,,,,,,,,,,,,,,,11395,3268,10851,,,,534.94,153.42,509.4,,,,62883,20186,59519,,52196,14783,49733,,,,,2450.34,693.99,2334.72,,,,,,,,,,,,,,,,,,,,,,,,,97720,33142,,,4587.47,1555.85,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,8,,"CARNAGHAN, M",30.5872014,-96.6726415,30.5984984,-96.6850903,42-051-34036-00
4.21E+13,4205134029,JAKE EF UNIT,1,JAKE EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,321.33,14084,6823.24,OIL & GAS,ACTIVE,5/22/17,,H,,,,7471.35,7/1/17,7/3/17,7/14/17,AdditiveSummary,,,,25389984,,353502,61466,3398.3128,,,,,,,,,,,,,,,,,,,14404,3225,13867,,,,567.31,127.02,546.16,,,,70076,13591,67811,,56594,10181,54898,,,,,2228.99,400.98,2162.19,,,,,,,,,,,,,,,,,,,,,,,,,745544,149426,,,29363.7,5885.23,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,8,,"CARNAGHAN, M",30.6195898,-96.6903221,30.6339521,-96.7073122,42-051-34029-00
4.21E+13,4205134028,SNAP J,1H,SNAP J,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,235.81,15987,8972.8,OIL & GAS,ACTIVE,5/31/17,8/2/17,H,,,,7014.48,7/1/17,7/9/17,7/22/17,AdditiveSummary,,,,24489336,,386491,314607,3491.2547,,,,497,508,533,24,FLOWING,8/18/17,InitialPotentialTest,8/18/17,InitialPotentialTest,,41,,,18,1900,17345,13641,15072,,,,708.27,557.02,615.45,,,,86972,69040,75465,,68156,54231,59118,,,,,2783.09,2214.47,2414.03,,,,,,,,,,,,,,,,,,,,,,,,,788716,721566,,,32206.51,29464.5,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,22,,"FALENASH, C",30.5641323,-96.5029044,30.551208,-96.4863223,42-051-34028-00
4.21E+13,4205134027,VICTORICK B UNIT EF,2H,VICTORICK B UNIT EF,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",GIDDINGS,BURLESON (TX),EAGLEFORD,,,330.51,7792,7702.49,OIL & GAS,ACTIVE,4/25/17,,H,,,,613.66,7/1/17,6/14/17,6/26/17,AdditiveSummary,,,,20773602,,312039,224705,,,,,,,,,,,,,,,,,,,,9942,4514,9190,,,,478.59,217.3,442.39,,,,54545,20780,51082,,47075,17239,44202,,,,,2266.1,829.85,2127.8,,,,,,,,,,,,,,,,,,,,,,,,,71930,29261,,,3462.57,1408.57,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,11,,"CLARK, D",30.4666668,-96.7115034,30.4557861,-96.6982833,42-051-34027-00
4.21E+13,4205134023,HOVORAK EF UNIT,1,HOVORAK EF UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,370.49,14459,7661.65,OIL,ACTIVE,4/21/17,,H,,,,6362.81,6/1/17,5/29/17,6/7/17,AdditiveSummary,,,,22952898,,368275,350823,3607.3524,,,,,,,,,,,,,,,,,,,25541,4591,24776,,,,1112.76,200.02,1079.43,,,,128738,21258,125195,,94928,12202,92895,,,,,4135.77,531.61,4047.2,,,,,,,,,,,,,,,,,,,,,,,,,1063486,180579,,,46333.41,7867.37,,,TRUE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,,57,,"SMITH, F",30.5404536,-96.6724716,30.5265806,-96.6602161,42-051-34023-00
4.21E+13,4205134022,GOODNIGHT UNIT,3,GOODNIGHT UNIT,WILDHORSE RESOURCES MNGT,"WILDHORSE RESOURCES MNGT CO, LLC",AGUILA VADO,BURLESON (TX),EAGLEFORD,,,383,13877,7333,OIL,ACTIVE,3/10/17,5/28/17,H,7985,13813,5828,6248.04,5/1/17,5/2/17,5/16/17,AdditiveSummary,,,,29726029,,585448,434165,4757.6566,5100.554,,,182,770,642,24,FLOWING,6/14/17,InitialPotentialTest,6/14/17,ProductionTest,,32,,,16,1510,19837,4371,19109,3.4,0.75,3.28,667.33,147.04,642.84,,,,117358,23975,113362,,79724,16174,77029,,13.68,2.78,13.22,2681.96,544.1,2591.3,,,,,,,,,,,,,,,,,,,,,,,,,177038,37442,30.38,6.42,5955.66,1259.57,,,FALSE,FALSE,FALSE,,USA,TEXAS & LOUISIANA GULF COAST BASIN,,TX,,,,,5,58,,"SWEARINGEN, E",30.5036556,-96.7106334,30.5175671,-96.7222702,4205134022
